ts,symbol,open,high,low,close,volume
2026-03-02 10:09:00+05:30,NIFTY,22033.91,22053.34,22032.28,22043.62,32991
2026-03-02 10:10:00+05:30,NIFTY,22043.62,22061.59,22043.62,22049.67,22294
2026-03-02 10:11:00+05:30,NIFTY,22049.67,22119.75,22049.67,22105.67,43679
2026-03-02 10:12:00+05:30,NIFTY,22105.67,22184.96,22105.67,22156.71,31647
2026-03-02 10:13:00+05:30,NIFTY,22156.71,22156.71,22105.09,22114.88,6319
2026-03-02 10:14:00+05:30,NIFTY,22114.88,22158.35,22114.88,22156.67,15661
2026-03-02 10:15:00+05:30,NIFTY,22156.67,22163.49,22145.87,22162.64,38194
2026-03-02 10:16:00+05:30,NIFTY,22162.64,22189.45,22162.64,22183.38,20886
2026-03-02 10:17:00+05:30,NIFTY,22183.38,22190.0,22171.96,22173.71,38719
2026-03-02 10:18:00+05:30,NIFTY,22173.71,22208.86,22173.71,22208.35,21960
2026-03-02 10:19:00+05:30,NIFTY,22208.35,22242.05,22208.35,22240.57,24587
2026-03-02 10:20:00+05:30,NIFTY,22240.57,22240.57,22195.34,22213.25,12799
2026-03-02 10:21:00+05:30,NIFTY,22213.25,22234.68,22213.25,22224.33,47324
2026-03-02 10:22:00+05:30,NIFTY,22224.33,22258.57,22213.03,22221.88,45954
2026-03-02 10:23:00+05:30,NIFTY,22221.88,22252.89,22221.88,22241.45,39766
2026-03-02 10:24:00+05:30,NIFTY,22241.45,22244.77,22233.44,22242.47,26671
2026-03-02 10:25:00+05:30,NIFTY,22242.47,22266.28,22242.47,22264.76,33580
2026-03-02 10:26:00+05:30,NIFTY,22264.76,22265.24,22258.07,22262.74,25295
2026-03-02 10:27:00+05:30,NIFTY,22262.74,22285.21,22262.74,22282.42,22737
2026-03-02 10:28:00+05:30,NIFTY,22282.42,22285.58,22276.04,22280.83,17461
2026-03-02 10:29:00+05:30,NIFTY,22280.83,22280.83,22259.31,22265.22,27395
2026-03-02 10:30:00+05:30,NIFTY,22265.22,22265.22,22224.94,22251.53,30359
2026-03-02 10:31:00+05:30,NIFTY,22251.53,22251.53,22187.58,22192.0,32522
2026-03-02 10:32:00+05:30,NIFTY,22192.0,22196.74,22165.45,22189.52,19437
2026-03-02 10:33:00+05:30,NIFTY,22189.52,22189.52,22170.34,22176.31,18499
2026-03-02 10:34:00+05:30,NIFTY,22176.31,22176.31,22165.96,22168.51,24769
2026-03-02 10:35:00+05:30,NIFTY,22168.51,22168.51,22076.65,22102.37,15687
2026-03-02 10:36:00+05:30,NIFTY,22102.37,22115.0,22099.34,22114.57,40240
2026-03-02 10:37:00+05:30,NIFTY,22114.57,22125.86,22105.46,22121.12,24258
2026-03-02 10:38:00+05:30,NIFTY,22121.12,22134.39,22112.68,22123.14,26513
2026-03-02 10:39:00+05:30,NIFTY,22123.14,22123.14,22098.78,22113.5,13554
2026-03-02 10:40:00+05:30,NIFTY,22113.5,22121.68,22089.12,22116.64,46842
2026-03-02 10:41:00+05:30,NIFTY,22116.64,22135.4,22116.64,22122.39,37494
2026-03-02 10:42:00+05:30,NIFTY,22122.39,22127.47,22103.38,22108.76,28159
2026-03-02 10:43:00+05:30,NIFTY,22108.76,22166.12,22108.61,22126.07,7959
2026-03-02 10:44:00+05:30,NIFTY,22126.07,22130.48,22101.9,22120.65,12344
2026-03-02 10:45:00+05:30,NIFTY,22120.65,22147.49,22113.28,22137.51,22020
2026-03-02 10:46:00+05:30,NIFTY,22137.51,22150.94,22135.76,22138.01,14103
2026-03-02 10:47:00+05:30,NIFTY,22138.01,22138.01,22104.5,22126.36,17381
2026-03-02 10:48:00+05:30,NIFTY,22126.36,22146.22,22109.31,22122.33,47294
2026-03-02 10:49:00+05:30,NIFTY,22122.33,22139.44,22122.33,22130.49,30672
2026-03-02 10:50:00+05:30,NIFTY,22130.49,22130.49,22111.43,22117.65,31969
2026-03-02 10:51:00+05:30,NIFTY,22117.65,22124.59,22103.94,22111.61,40256
2026-03-02 10:52:00+05:30,NIFTY,22111.61,22126.0,22107.83,22118.61,11002
2026-03-02 10:53:00+05:30,NIFTY,22118.61,22138.84,22118.61,22135.16,31093
2026-03-02 10:54:00+05:30,NIFTY,22135.16,22135.16,22104.72,22127.07,43856
2026-03-02 10:55:00+05:30,NIFTY,22127.07,22127.07,22079.1,22112.8,12369
2026-03-02 10:56:00+05:30,NIFTY,22112.8,22135.48,22112.8,22131.96,28020
2026-03-02 10:57:00+05:30,NIFTY,22131.96,22135.78,22119.62,22133.39,23308
2026-03-02 10:58:00+05:30,NIFTY,22133.39,22133.39,22087.82,22108.26,32517
2026-03-02 10:59:00+05:30,NIFTY,22108.26,22131.22,22108.26,22119.79,16430
2026-03-02 11:00:00+05:30,NIFTY,22119.79,22165.44,22119.79,22155.74,47084
2026-03-02 11:01:00+05:30,NIFTY,22155.74,22155.74,22094.75,22115.04,27977
2026-03-02 11:02:00+05:30,NIFTY,22115.04,22149.1,22115.04,22129.82,19509
2026-03-02 11:03:00+05:30,NIFTY,22129.82,22162.37,22129.82,22152.37,37468
2026-03-02 11:04:00+05:30,NIFTY,22152.37,22152.37,22136.95,22137.41,15736
2026-03-02 11:05:00+05:30,NIFTY,22137.41,22137.41,22084.75,22100.3,29953
2026-03-02 11:06:00+05:30,NIFTY,22100.3,22100.3,22069.08,22075.71,5919
2026-03-02 11:07:00+05:30,NIFTY,22075.71,22075.71,22013.64,22019.42,18268
2026-03-02 11:08:00+05:30,NIFTY,22019.42,22019.42,22008.82,22011.43,29771
2026-03-02 11:09:00+05:30,NIFTY,22011.43,22033.41,22006.82,22025.48,12851
2026-03-02 11:10:00+05:30,NIFTY,22025.48,22025.66,22016.52,22021.67,43252
2026-03-02 11:11:00+05:30,NIFTY,22021.67,22025.38,22000.38,22020.26,13814
2026-03-02 11:12:00+05:30,NIFTY,22020.26,22044.36,22000.42,22037.5,7023
2026-03-02 11:13:00+05:30,NIFTY,22037.5,22076.38,22037.5,22074.18,33887
2026-03-02 11:14:00+05:30,NIFTY,22074.18,22077.06,22064.15,22067.37,15773
2026-03-02 11:15:00+05:30,NIFTY,22067.37,22067.37,22060.63,22061.1,27971
2026-03-02 11:16:00+05:30,NIFTY,22061.1,22092.66,22061.1,22086.34,48789
2026-03-02 11:17:00+05:30,NIFTY,22086.34,22096.21,22068.74,22078.85,9667
2026-03-02 11:18:00+05:30,NIFTY,22078.85,22078.85,22038.72,22040.33,19781
2026-03-02 11:19:00+05:30,NIFTY,22040.33,22065.23,22040.33,22046.43,32987
2026-03-02 11:20:00+05:30,NIFTY,22046.43,22057.48,22030.63,22049.35,28864
2026-03-02 11:21:00+05:30,NIFTY,22049.35,22096.06,22049.35,22085.97,49238
2026-03-02 11:22:00+05:30,NIFTY,22085.97,22085.97,22069.86,22071.62,24645
2026-03-02 11:23:00+05:30,NIFTY,22071.62,22071.62,22049.71,22052.6,9723
2026-03-02 11:24:00+05:30,NIFTY,22052.6,22052.6,22028.8,22039.09,18096
2026-03-02 11:25:00+05:30,NIFTY,22039.09,22052.21,22026.75,22034.66,31056
2026-03-02 11:26:00+05:30,NIFTY,22034.66,22041.56,22034.66,22040.96,31025
2026-03-02 11:27:00+05:30,NIFTY,22040.96,22040.96,22016.36,22032.81,8470
2026-03-02 11:28:00+05:30,NIFTY,22032.81,22032.81,21986.93,21999.8,43956
2026-03-02 11:29:00+05:30,NIFTY,21999.8,22043.82,21999.8,22030.7,30262
2026-03-02 11:30:00+05:30,NIFTY,22030.7,22046.03,22024.76,22033.33,38374
2026-03-02 11:31:00+05:30,NIFTY,22033.33,22056.09,22033.31,22041.53,16415
2026-03-02 11:32:00+05:30,NIFTY,22041.53,22041.53,22022.92,22027.96,41222
2026-03-02 11:33:00+05:30,NIFTY,22027.96,22054.02,22027.96,22046.68,48668
2026-03-02 11:34:00+05:30,NIFTY,22046.68,22046.68,21996.09,22007.52,23032
2026-03-02 11:35:00+05:30,NIFTY,22007.52,22019.96,21993.89,21994.08,23930
2026-03-02 11:36:00+05:30,NIFTY,21994.08,21994.08,21961.91,21985.51,44534
2026-03-02 11:37:00+05:30,NIFTY,21985.51,22012.15,21981.44,21984.91,49356
2026-03-02 11:38:00+05:30,NIFTY,21984.91,22032.55,21984.91,22021.99,20623
2026-03-02 11:39:00+05:30,NIFTY,22021.99,22051.69,22021.99,22035.8,30009
2026-03-02 11:40:00+05:30,NIFTY,22035.8,22057.69,22034.98,22052.13,31105
2026-03-02 11:41:00+05:30,NIFTY,22052.13,22059.52,22052.13,22057.91,23953
2026-03-02 11:42:00+05:30,NIFTY,22057.91,22070.06,22057.91,22067.23,31627
2026-03-02 11:43:00+05:30,NIFTY,22067.23,22094.52,22067.23,22080.56,46500
2026-03-02 11:44:00+05:30,NIFTY,22080.56,22085.07,22072.58,22084.11,25072
2026-03-02 11:45:00+05:30,NIFTY,22084.11,22084.11,22061.7,22066.77,32549
2026-03-02 11:46:00+05:30,NIFTY,22066.77,22066.77,22052.84,22054.97,39166
2026-03-02 11:47:00+05:30,NIFTY,22054.97,22086.27,22054.97,22075.04,11247
2026-03-02 11:48:00+05:30,NIFTY,22075.04,22085.14,22072.84,22081.36,46735
2026-03-02 11:49:00+05:30,NIFTY,22081.36,22137.5,22081.36,22115.04,14639
2026-03-02 11:50:00+05:30,NIFTY,22115.04,22147.48,22115.04,22140.87,45772
2026-03-02 11:51:00+05:30,NIFTY,22140.87,22147.97,22111.63,22126.12,22044
2026-03-02 11:52:00+05:30,NIFTY,22126.12,22193.61,22126.12,22174.77,7166
2026-03-02 11:53:00+05:30,NIFTY,22174.77,22177.35,22155.12,22155.73,25918
2026-03-02 11:54:00+05:30,NIFTY,22155.73,22155.73,22124.68,22140.43,35899
2026-03-02 11:55:00+05:30,NIFTY,22140.43,22149.72,22135.98,22140.01,25561
2026-03-02 11:56:00+05:30,NIFTY,22140.01,22184.12,22140.01,22161.92,35215
2026-03-02 11:57:00+05:30,NIFTY,22161.92,22161.92,22143.18,22145.87,23671
2026-03-02 11:58:00+05:30,NIFTY,22145.87,22145.87,22110.67,22126.91,8425
2026-03-02 11:59:00+05:30,NIFTY,22126.91,22126.91,22095.31,22105.24,5615
2026-03-02 12:00:00+05:30,NIFTY,22105.24,22128.05,22105.24,22116.38,15058
2026-03-02 12:01:00+05:30,NIFTY,22116.38,22116.38,22095.8,22096.77,12055
2026-03-02 12:02:00+05:30,NIFTY,22096.77,22096.77,22057.44,22082.29,41655
2026-03-02 12:03:00+05:30,NIFTY,22082.29,22105.26,22082.29,22101.27,42550
2026-03-02 12:04:00+05:30,NIFTY,22101.27,22153.48,22101.27,22134.97,5967
2026-03-02 12:05:00+05:30,NIFTY,22134.97,22134.97,22098.98,22103.58,11636
2026-03-02 12:06:00+05:30,NIFTY,22103.58,22128.08,22103.58,22122.98,17710
2026-03-02 12:07:00+05:30,NIFTY,22122.98,22122.98,22074.31,22100.61,9964
2026-03-02 12:08:00+05:30,NIFTY,22100.61,22129.46,22098.45,22108.44,20529
2026-03-02 12:09:00+05:30,NIFTY,22108.44,22173.71,22108.44,22165.99,45052
2026-03-02 12:10:00+05:30,NIFTY,22165.99,22174.3,22165.99,22166.48,21260
2026-03-02 12:11:00+05:30,NIFTY,22166.48,22168.31,22155.33,22165.33,15531
2026-03-02 12:12:00+05:30,NIFTY,22165.33,22178.83,22146.1,22173.09,17326
2026-03-02 12:13:00+05:30,NIFTY,22173.09,22173.09,22150.12,22157.59,18118
2026-03-02 12:14:00+05:30,NIFTY,22157.59,22173.31,22155.09,22163.49,42536
2026-03-02 12:15:00+05:30,NIFTY,22163.49,22169.39,22157.76,22165.17,15464
2026-03-02 12:16:00+05:30,NIFTY,22165.17,22165.17,22110.35,22126.9,11939
2026-03-02 12:17:00+05:30,NIFTY,22126.9,22132.26,22122.42,22127.21,21866
2026-03-02 12:18:00+05:30,NIFTY,22127.21,22127.21,22054.54,22066.75,7685
2026-03-02 12:19:00+05:30,NIFTY,22066.75,22066.75,22025.99,22033.75,26642
2026-03-02 12:20:00+05:30,NIFTY,22033.75,22033.75,21991.92,22001.68,18965
2026-03-02 12:21:00+05:30,NIFTY,22001.68,22018.38,21983.79,22013.81,30625
2026-03-02 12:22:00+05:30,NIFTY,22013.81,22013.81,21946.47,21965.4,18354
2026-03-02 12:23:00+05:30,NIFTY,21965.4,21965.4,21944.8,21945.92,49341
2026-03-02 12:24:00+05:30,NIFTY,21945.92,21968.99,21933.9,21961.07,36614
2026-03-02 12:25:00+05:30,NIFTY,21961.07,21961.07,21937.06,21944.71,20067
2026-03-02 12:26:00+05:30,NIFTY,21944.71,21944.71,21897.21,21914.71,11860
2026-03-02 12:27:00+05:30,NIFTY,21914.71,21914.71,21888.37,21901.49,17870
2026-03-02 12:28:00+05:30,NIFTY,21901.49,21952.19,21901.49,21944.96,25506
2026-03-02 12:29:00+05:30,NIFTY,21944.96,21944.96,21899.63,21926.72,14769
2026-03-02 12:30:00+05:30,NIFTY,21926.72,21934.49,21919.88,21929.17,29007
2026-03-02 12:31:00+05:30,NIFTY,21929.17,21964.68,21929.17,21947.82,27716
2026-03-02 12:32:00+05:30,NIFTY,21947.82,21960.68,21941.98,21956.52,39074
2026-03-02 12:33:00+05:30,NIFTY,21956.52,21983.97,21951.98,21964.33,6380
2026-03-02 12:34:00+05:30,NIFTY,21964.33,22003.36,21964.33,21997.11,49994
2026-03-02 12:35:00+05:30,NIFTY,21997.11,22036.29,21997.11,22032.09,40486
2026-03-02 12:36:00+05:30,NIFTY,22032.09,22037.74,22020.41,22032.73,10531
2026-03-02 12:37:00+05:30,NIFTY,22032.73,22032.73,22008.31,22020.74,19934
2026-03-02 12:38:00+05:30,NIFTY,22020.74,22051.52,22020.74,22043.53,35377
2026-03-02 12:39:00+05:30,NIFTY,22043.53,22043.53,22016.59,22022.2,18047
2026-03-02 12:40:00+05:30,NIFTY,22022.2,22048.32,22022.2,22036.11,27390
2026-03-02 12:41:00+05:30,NIFTY,22036.11,22036.11,22016.48,22024.12,28658
2026-03-02 12:42:00+05:30,NIFTY,22024.12,22040.44,22003.34,22014.35,43617
2026-03-02 12:43:00+05:30,NIFTY,22014.35,22033.99,22003.58,22031.69,10249
2026-03-02 12:44:00+05:30,NIFTY,22031.69,22031.69,21988.03,21996.8,43251
2026-03-02 12:45:00+05:30,NIFTY,21996.8,21996.8,21936.14,21947.15,21066
2026-03-02 12:46:00+05:30,NIFTY,21947.15,21947.15,21926.9,21930.22,33110
2026-03-02 12:47:00+05:30,NIFTY,21930.22,21981.31,21930.22,21962.35,44632
2026-03-02 12:48:00+05:30,NIFTY,21962.35,22007.67,21962.35,21997.58,35420
2026-03-02 12:49:00+05:30,NIFTY,21997.58,21997.58,21973.08,21984.39,35384
2026-03-02 12:50:00+05:30,NIFTY,21984.39,22002.58,21964.82,21980.04,42500
2026-03-02 12:51:00+05:30,NIFTY,21980.04,21990.71,21980.04,21990.08,20445
2026-03-02 12:52:00+05:30,NIFTY,21990.08,22043.39,21990.08,22025.01,43698
2026-03-02 12:53:00+05:30,NIFTY,22025.01,22051.59,22025.01,22047.23,36928
2026-03-02 12:54:00+05:30,NIFTY,22047.23,22070.27,22036.61,22050.21,49470
2026-03-02 12:55:00+05:30,NIFTY,22050.21,22065.57,22050.21,22065.4,9004
2026-03-02 12:56:00+05:30,NIFTY,22065.4,22105.03,22065.4,22089.98,33678
2026-03-02 12:57:00+05:30,NIFTY,22089.98,22089.98,22073.17,22073.56,29527
2026-03-02 12:58:00+05:30,NIFTY,22073.56,22113.23,22073.56,22100.68,25727
2026-03-02 12:59:00+05:30,NIFTY,22100.68,22140.93,22100.68,22138.7,32286
2026-03-02 13:00:00+05:30,NIFTY,22138.7,22152.08,22119.15,22147.43,9536
2026-03-02 13:01:00+05:30,NIFTY,22147.43,22147.43,22090.82,22100.37,28913
2026-03-02 13:02:00+05:30,NIFTY,22100.37,22100.37,22088.92,22091.46,23006
2026-03-02 13:03:00+05:30,NIFTY,22091.46,22091.46,22017.29,22021.7,14644
2026-03-02 13:04:00+05:30,NIFTY,22021.7,22078.36,22021.7,22064.45,31747
2026-03-02 13:05:00+05:30,NIFTY,22064.45,22114.15,22064.45,22092.52,30820
2026-03-02 13:06:00+05:30,NIFTY,22092.52,22097.06,22082.97,22093.54,39471
2026-03-02 13:07:00+05:30,NIFTY,22093.54,22119.46,22093.54,22108.25,41960
2026-03-02 13:08:00+05:30,NIFTY,22108.25,22139.79,22108.25,22127.78,45467
2026-03-02 13:09:00+05:30,NIFTY,22127.78,22151.83,22127.78,22137.58,46473
2026-03-02 13:10:00+05:30,NIFTY,22137.58,22137.58,22071.24,22103.62,40656
2026-03-02 13:11:00+05:30,NIFTY,22103.62,22103.62,22079.1,22081.39,25877
2026-03-02 13:12:00+05:30,NIFTY,22081.39,22081.39,22044.18,22050.76,33124
2026-03-02 13:13:00+05:30,NIFTY,22050.76,22055.27,22041.43,22049.98,11474
2026-03-02 13:14:00+05:30,NIFTY,22049.98,22096.7,22041.72,22058.83,21791
2026-03-02 13:15:00+05:30,NIFTY,22058.83,22078.14,22058.83,22071.95,14356
2026-03-02 13:16:00+05:30,NIFTY,22071.95,22077.28,22032.44,22063.86,21855
2026-03-02 13:17:00+05:30,NIFTY,22063.86,22063.86,22008.39,22015.02,24920
2026-03-02 13:18:00+05:30,NIFTY,22015.02,22015.02,21952.8,21965.75,28116
2026-03-02 13:19:00+05:30,NIFTY,21965.75,21965.75,21916.19,21937.08,7668
2026-03-02 13:20:00+05:30,NIFTY,21937.08,21948.15,21915.36,21929.81,41614
2026-03-02 13:21:00+05:30,NIFTY,21929.81,21979.24,21929.81,21956.71,18979
2026-03-02 13:22:00+05:30,NIFTY,21956.71,21961.88,21932.18,21945.44,8749
2026-03-02 13:23:00+05:30,NIFTY,21945.44,21958.94,21945.44,21957.03,11240
2026-03-02 13:24:00+05:30,NIFTY,21957.03,21987.02,21957.03,21980.21,16433
2026-03-02 13:25:00+05:30,NIFTY,21980.21,22024.93,21980.21,21996.02,25731
2026-03-02 13:26:00+05:30,NIFTY,21996.02,21996.02,21971.98,21979.45,39450
2026-03-02 13:27:00+05:30,NIFTY,21979.45,22000.37,21979.45,21990.21,6325
2026-03-02 13:28:00+05:30,NIFTY,21990.21,21990.21,21925.22,21939.38,31149
2026-03-02 13:29:00+05:30,NIFTY,21939.38,21939.38,21905.2,21909.57,26483
2026-03-02 13:30:00+05:30,NIFTY,21909.57,21934.18,21907.91,21917.5,37716
2026-03-02 13:31:00+05:30,NIFTY,21917.5,21975.5,21917.5,21964.61,14087
2026-03-02 13:32:00+05:30,NIFTY,21964.61,22004.18,21958.37,21976.03,8673
2026-03-02 13:33:00+05:30,NIFTY,21976.03,21976.03,21918.66,21941.63,7138
2026-03-02 13:34:00+05:30,NIFTY,21941.63,21948.5,21899.79,21932.14,29762
2026-03-02 13:35:00+05:30,NIFTY,21932.14,21935.11,21926.08,21928.73,18989
2026-03-02 13:36:00+05:30,NIFTY,21928.73,21928.73,21874.23,21878.24,46868
2026-03-02 13:37:00+05:30,NIFTY,21878.24,21878.24,21842.23,21859.17,7036
2026-03-02 13:38:00+05:30,NIFTY,21859.17,21859.17,21826.1,21850.34,46054
2026-03-02 13:39:00+05:30,NIFTY,21850.34,21850.38,21824.87,21832.63,15959
2026-03-02 13:40:00+05:30,NIFTY,21832.63,21841.22,21830.35,21833.02,15353
2026-03-02 13:41:00+05:30,NIFTY,21833.02,21860.98,21825.4,21834.7,25327
2026-03-02 13:42:00+05:30,NIFTY,21834.7,21834.7,21789.76,21798.3,10926
2026-03-02 13:43:00+05:30,NIFTY,21798.3,21798.3,21743.48,21759.2,17169
2026-03-02 13:44:00+05:30,NIFTY,21759.2,21791.89,21759.2,21783.52,16282
2026-03-02 13:45:00+05:30,NIFTY,21783.52,21793.04,21765.56,21775.92,20343
2026-03-02 13:46:00+05:30,NIFTY,21775.92,21836.91,21775.92,21825.94,35778
2026-03-02 13:47:00+05:30,NIFTY,21825.94,21825.94,21775.24,21788.09,17456
2026-03-02 13:48:00+05:30,NIFTY,21788.09,21836.42,21788.09,21825.23,5947
2026-03-02 13:49:00+05:30,NIFTY,21825.23,21851.46,21825.23,21831.62,49095
2026-03-02 13:50:00+05:30,NIFTY,21831.62,21837.6,21827.33,21828.79,49236
2026-03-02 13:51:00+05:30,NIFTY,21828.79,21853.17,21828.79,21834.15,40101
2026-03-02 13:52:00+05:30,NIFTY,21834.15,21834.15,21805.72,21815.16,37863
2026-03-02 13:53:00+05:30,NIFTY,21815.16,21847.53,21815.16,21837.47,22438
2026-03-02 13:54:00+05:30,NIFTY,21837.47,21837.47,21821.36,21830.31,29220
2026-03-02 13:55:00+05:30,NIFTY,21830.31,21832.76,21804.5,21818.95,21349
2026-03-02 13:56:00+05:30,NIFTY,21818.95,21873.74,21818.95,21837.48,11520
2026-03-02 13:57:00+05:30,NIFTY,21837.48,21837.48,21810.63,21831.51,6196
2026-03-02 13:58:00+05:30,NIFTY,21831.51,21857.51,21822.25,21829.08,8107
2026-03-02 13:59:00+05:30,NIFTY,21829.08,21829.08,21798.85,21809.6,36556
2026-03-02 14:00:00+05:30,NIFTY,21809.6,21809.6,21787.86,21792.01,29171
2026-03-02 14:01:00+05:30,NIFTY,21792.01,21805.7,21778.51,21795.07,13077
2026-03-02 14:02:00+05:30,NIFTY,21795.07,21795.07,21761.33,21768.49,42525
2026-03-02 14:03:00+05:30,NIFTY,21768.49,21777.35,21739.12,21762.6,28855
2026-03-02 14:04:00+05:30,NIFTY,21762.6,21762.6,21733.9,21752.65,47284
2026-03-02 14:05:00+05:30,NIFTY,21752.65,21754.32,21738.21,21741.0,44458
2026-03-02 14:06:00+05:30,NIFTY,21741.0,21741.0,21675.36,21694.68,31411
2026-03-02 14:07:00+05:30,NIFTY,21694.68,21728.95,21694.68,21708.1,14437
2026-03-02 14:08:00+05:30,NIFTY,21708.1,21708.1,21684.88,21700.96,33347
2026-03-02 14:09:00+05:30,NIFTY,21700.96,21704.53,21683.57,21698.75,12282
2026-03-02 14:10:00+05:30,NIFTY,21698.75,21718.62,21689.53,21707.51,26123
2026-03-02 14:11:00+05:30,NIFTY,21707.51,21707.51,21668.16,21681.12,17166
2026-03-02 14:12:00+05:30,NIFTY,21681.12,21681.12,21629.99,21649.68,14777
2026-03-02 14:13:00+05:30,NIFTY,21649.68,21649.68,21637.04,21638.5,41100
2026-03-02 14:14:00+05:30,NIFTY,21638.5,21638.5,21589.31,21592.5,8284
2026-03-02 14:15:00+05:30,NIFTY,21592.5,21634.3,21592.5,21620.22,10066
2026-03-02 14:16:00+05:30,NIFTY,21620.22,21620.22,21612.91,21615.52,43493
2026-03-02 14:17:00+05:30,NIFTY,21615.52,21650.3,21615.52,21647.21,35441
